	SRR1568567	SRR1568510	SRR1568518	SRR1568689	SRR1568605	SRR1568587	SRR1568681	SRR1568503	SRR1568471	SRR1568476	SRR1568404	SRR1568463	SRR1568376	SRR1568372	SRR1568607	SRR1568459	SRR1568649	SRR1568465	SRR1568438	SRR1568400	SRR1568710	SRR1568593	SRR1568428	SRR1568616	SRR1568626	SRR1568364	SRR1568731	SRR1568708	SRR1568569	SRR1568706	SRR1568702	SRR1568544	SRR1568484	SRR1568542	SRR1568402	SRR1568554	SRR1568736	SRR1568653	SRR1568591	SRR1568608	SRR1568571	SRR1568749	SRR1568501	SRR1568520	SRR1568620	SRR1568683	SRR1568418	SRR1568426	SRR1568447	SRR1568601	SRR1568724	SRR1568478	SRR1568700	SRR1568527	SRR1568720	SRR1568581	SRR1568535	SRR1568695	SRR1568583	SRR1568384	SRR1568393	SRR1568735	SRR1568493	SRR1568575	SRR1568499	SRR1568516	SRR1568712	SRR1568612	SRR1568452	SRR1568548	SRR1568604	SRR1568526	SRR1568716	SRR1568624	SRR1568469	SRR1568691	SRR1568497	SRR1568386	SRR1568550	SRR1568531	SRR1568635	SRR1568727	SRR1568505	SRR1568482	SRR1568512	SRR1568398	SRR1568714	SRR1568602	SRR1568589	SRR1568697	SRR1568563	SRR1568366	SRR1568745	SRR1568378	SRR1568441	SRR1568461	SRR1568578	SRR1568508	SRR1568415	SRR1568395	SRR1568753	SRR1568443	SRR1568576	SRR1568389	SRR1568614	SRR1568559	SRR1568558	SRR1568670	SRR1568726	SRR1568424	SRR1568679	SRR1568486	SRR1568741	SRR1568450	SRR1568738	SRR1568457	SRR1568729	SRR1568430
NM_22	362.462798064104	243.262665769917	95.27730684084422	15.0474289648984	364.753502301281	424.28908198210297	250.534033406953	353.308676902115	311.645234391459	600.5839528097799	63.262407270371	446.063718917928	168.35079371149402	438.2601254821369	459.971123501538	122.637671318537	67.56072617377379	551.353287927166	318.6790787877	139.42487714234198	724.705525499259	2.39345104230824	324.51685155788	136.762690159263	23.600090931264802	416.34583053889	283.663843965583	640.809143385078	232.89663451921	76.9294354942108	351.38441702624	2.20244394916924	341.906466777257	201.71677450442505	427.5538813388231	332.249536760859	199.147066281475	740.1223272149541	285.598895208139	113.83097929379	493.290800354188	644.088848855708	377.25516243990603	297.288477634149	568.503370080356	770.2337823015739	383.074435782453	212.469994908697	168.32668761783998	269.156522332159	11.0893084148531	326.008289811848	732.1725216538341	249.52670695547198	534.903013377426	115.386534678326	127.61529813077601	596.255368603133	137.64042523462402	444.959422459468	385.24038440939904	309.19065319901	329.51271042089803	613.796146629457	462.526309749818	122.154212663782	400.59682642812	236.207921682967	6.44918002767509	478.084938581355	28.863640630606	177.16935448576405	412.235704940631	310.255040827384	21.3441542920665	604.4533689747129	409.89844772124604	169.65715568048	225.296129223981	425.120121467167	92.1756628035831	195.028430857308	408.561077798733	294.498235823554	96.10293562949171	510.865845023079	639.213032943086	147.301109919067	399.199245695691	69.6224304900062	345.98255350760803	483.536045129816	1.4056295342116	315.866887033596	607.179006235473	616.177274237023	264.934888883382	87.7121619809729	135.503344548087	528.833731619995	621.394775778103	402.46467667910895	433.472473356195	892.042566102893	572.6646802347229	268.403490219986	832.299844926953	374.68086451796205	199.335869715302	224.88907831466	198.77805227163898	385.90522577275397	397.893591601849	386.026762349439	75.6610131969684	507.011110313722	423.58754799828796	322.205106077827
NM_7	331.041874392912	271.229957062337	694.7593396642578	530.132497378729	76.0909624005984	510.939669147462	73.7818674434715	170.543653787656	655.947903524538	142.546976583124	510.00434503151	393.917249407775	401.132138102696	494.085353764635	201.35798833004398	697.061246747317	291.577870855234	625.526375989116	715.2254437950198	204.09786232282696	147.346766595285	286.017399555835	300.178087691039	328.574513464393	118.00045465632401	15.0421719420502	476.8532911691591	401.519653133688	283.501335353014	405.50939726609397	197.689444375738	556.484171156761	392.790719013037	895.1181868633839	337.60402105715804	221.49969117390597	455.92695117162805	68.3941424489067	490.42767772340403	397.97395814164804	477.999351893151	394.4305565240229	578.9478575105919	597.049208720557	510.73113571543297	330.810849449223	424.24364120074995	570.752731421401	19.7306007464135	728.164520237894	702.038525032625	79.1522403185062	654.945399694403	5.5450379323438215	292.184999909001	610.67142622155	339.708328826996	32.2581438511294	456.54837477377504	33.4729526623206	583.6975521354531	942.581214606692	248.18107953661098	385.237844660856	227.644527984974	430.861930023296	582.175761771707	470.75824391552595	220.34698427889901	498.299946555197	558.305277340579	684.693793536686	94.25047100138359	108.70828796253599	363.778629673482	427.405242593103	706.8850545192778	318.492751345629	105.84778774565001	831.793215967317	408.531641314646	740.086054213978	85.14152706659571	552.963746322815	276.194991472993	728.191344826102	718.895753488046	525.314801639082	56.2913154917543	593.622828388474	249.686916693914	9.27647088978064	428.014193167431	81.97497782538551	344.960417370254	183.50850786006302	92.236590944585	435.58751627839104	15.0559271720097	509.4097438472229	289.183720128618	694.0750476764281	628.669705147028	1195.58482817957	489.79527726339205	2.59327043690808	345.902392816864	6.65507752252153	483.350037647395	9.7174293098927	912.6588457664192	236.680384111024	385.475586142233	135.397446495699	225.81902400325905	169.75818425682698	634.616723535342	432.794984787285
NM_13	373.684556518101	270.702272320971	435.354701331157	469.364034251255	432.993809851024	245.60959534456902	689.171289307151	139.434713683067	417.082095128689	508.34767384422895	417.063277560224	109.93039518356501	344.32240524532006	637.177605569198	413.652353023061	351.702287287069	430.255150896139	2.47243626873168	341.029873906295	692.0849323210249	562.323374557516	417.657206882788	117.637358689731	670.051167509848	437.674413634366	127.85846150742701	499.205789192714	352.850604268999	529.049145080674	244.479138223127	509.65024388196196	212.168767103304	39.7254249910912	241.339712353508	552.5491417302279	366.7213430031549	398.294132562949	272.76235381409197	448.194939060463	583.926855613946	360.764913691868	375.226072498509	53.077025018601596	9.27095044597139	481.230420295047	143.434278081994	56.2311098396261	50.8261556448255	500.663993940243	370.891279285088	183.400100707186	378.94135052484893	714.3508781247342	606.2574806029239	467.62791181824304	400.14160856285	5.392195695666598	201.873545390939	368.679710449885	37.5127917767385	516.896610057729	149.09193309596301	482.009518328936	28.266927805303894	657.9321618062841	510.59438682475997	92.973406756682	292.566302996797	375.12730494310097	408.84853627094805	134.422097793965	472.709500396514	667.680906720082	424.517766860999	606.91638726137	234.450448606897	506.680025655429	419.51587586446	299.803510542149	567.6653298486631	438.1188911034501	368.765548302247	212.853817666489	149.674397500912	537.853404447407	43.0123385026817	855.494702993692	427.70563241560404	52.538561125637294	278.489721960025	27.2695608675947	296.84706847298	540.464555904359	221.106820923517	111.33643100309799	361.480121086418	363.05892180315396	704.6705894742571	490.99051388720596	379.707631945163	553.351547512546	426.47134160382797	84.1367378408764	911.865734238513	386.5177377394191	317.67562852124	245.421749145127	389.987542819762	173.038261573442	1168.86792556138	217.891326528527	522.286945816057	446.53077965201	585.5219361755491	197.88264989976295	43.75988749731529	250.02369710368302	269.002407671655
NM_15	432.03770047888605	383.6268069733831	403.363780786056	381.394449533387	473.454877159279	14.3421661515077	445.934363669333	323.31077037268994	284.586217034117	427.64092974937205	416.28226018651606	660.9917351422059	95.6066235892437	638.460944150405	325.518025862627	102.902873635094	203.86745441910702	354.382531851541	381.405503797949	829.829991666472	226.282534414188	385.943980572204	193.35795738657	812.83485660694	701.566339502145	446.96739484949205	408.199190096814	438.021439782205	319.729700722668	328.579961771883	147.981404893978	643.113633157418	373.59753615217204	894.217665548632	99.8793903127579	650.5636624875981	52.4972209108758	814.215981534603	360.034097101573	433.60044784428396	468.371402862128	615.282122817437	84.9232400297625	136.59200323731199	157.337148908726	106.124783783209	358.97538870832705	329.953403858212	135.031298858268	170.626009692708	0.8530237242194721	457.598889341364	236.13677676056702	326.233065019561	341.651986349577	240.219920149029	440.3626484794391	193.548863106776	561.007626067909	383.207595996221	338.544580238563	852.525684548728	42.45989553517921	501.53606191696406	70.39874131327241	450.79504422366205	171.595213812668	16.5759945040678	389.100528336397	109.16104305874501	32.9870178635497	190.321664644096	40.5188940753612	553.063333648816	363.778629673482	392.8255304091951	233.414393841265	590.715369323853	315.76937796747	202.917296637188	481.930780213795	574.865462133987	375.450483939502	597.311715952715	729.2516880120248	225.626126531611	220.65984150912	418.83207157710603	434.381317878037	573.102533086156	47.721731518290795	433.675014097245	161.64739643433398	339.93293556948896	93.6929528659948	161.360929325228	361.096441144758	60.95251934271	680.026043935772	466.17570654653605	318.202155712459	180.04998693539105	545.879155111606	92.921100635718	604.20452763426	1086.5803130644902	442.826199544468	172.366507833308	94.1454371478604	38.8697172395708	791.2895542351781	52.5956409135608	195.06616909479402	43.9321501927533	469.098281821204	414.20996958665705	415.941563377381	89.667469223885
NM_10	514.517625115764	300.25261783749	362.33194791299104	567.1723225230941	166.67544144893	398.5927009606511	736.197094930463	441.63584612764396	773.514668594369	238.975813683473	176.50992645807202	627.871680183055	515.444405437662	360.618141319123	214.867629719599	618.826870216526	1007.4845131176801	660.96462917427	121.126889674963	187.29968435387002	171.403381549617	420.050657925096	548.298263778001	340.616511340051	499.892835180428	286.338487325456	219.799563898284	169.530520212002	393.33653829911003	169.505535834702	406.806024264525	497.752332512248	192.378181698431	55.8323215146175	545.54006170828	580.886607316998	112.98314935166799	134.34563695321	87.63293272560291	582.188978067476	362.46396352087305	261.476436347386	703.883008708224	349.823863494654	570.9617630320549	299.305054263583	485.495385847486	318.288384529891	22.1969258397152	669.687061516919	385.566723347201	204.31172032214403	448.511362149002	98.8865097934647	132.571523660743	598.525475202779	569.775345175437	82.2062375561039	357.619319136389	123.50365292649299	56.4240967064271	65.040105041863	339.081137583755	582.298712789261	318.43916631424196	110.909891832806	19.3434604661553	366.329478539899	22.0346984278899	158.687812594657	0.0	59.5722283642089	87.20370681436421	426.898240320033	731.2692861803661	213.702621296552	867.238845410228	509.742635930897	23.061808503242197	310.24545353619703	106.400302125124	517.804742188836	38.431939300893895	419.22690040764803	328.688191606749	571.234039412808	537.639455105554	201.134045672621	394.977397033809	446.31642282540804	303.373864651992	220.895963062901	626.9107722583719	388.065032641275	156.357720042602	45.87712696501579	472.957838673297	499.513329247574	332.903278581104	566.428546664071	132.083913691964	355.15742520981	89.52148906269251	823.9004256367	264.68734680395403	1080.09713697222	537.082378563974	656.856151472875	358.173422892139	106.89172240882	403.290086820344	609.7424882653501	173.334659540467	161.32461710125799	914.9162518894948	331.971560324461	506.928780366183	306.662744745687
NM_19	419.693766179489	407.37262033487195	487.51381091556	290.531128476116	332.14308984388197	71.11324050122559	417.556722344921	427.192409650513	812.703590284313	119.48790684173599	28.897642827206504	525.692787223972	336.00878580277697	481.251967952566	220.01415977276298	195.93834842846698	398.25270165593	127.74254055113701	537.8610696281099	333.443832683795	287.927610234664	539.124847279931	604.412636026551	528.987763823564	181.649184743675	392.708131772811	378.928061732636	402.33080394809997	512.3725959422619	5.867499317355058	377.095471930599	91.0343498989953	415.108373502414	508.794542834821	294.381360921813	606.557101327219	505.571062250391	7.32794383381143	329.943270804228	817.671385614171	92.88139065222359	240.056050318928	529.953680570345	362.1851307559491	476.928232629574	519.016520689758	307.2628501951	341.61842318653197	573.420584192643	448.594203886931	640.620816888823	220.63686988783599	28.217602254407396	733.793353046832	208.42090286962602	269.910022639359	522.443849624586	47.866923133933895	40.5547681494874	173.13596204648601	107.659770727206	139.085763089522	523.871387166437	743.824014533855	400.0227543782209	397.128967530369	91.72544156531721	498.108634847238	419.734133467854	438.66567303236394	382.649407217177	559.360014380818	393.73794894970496	30.9461549674373	906.6625540586521	6.91594243678161	637.619807566382	680.170960500834	573.588570465255	765.55161913121	274.251046119303	325.331268941012	435.167805007045	300.73466905275905	271.3494653068	617.264787634976	481.598860436572	559.034332825374	375.7445309074601	43.239193672740704	749.9129238588548	510.2058989379351	352.8130130871109	556.527372392526	190.42788472114498	624.08712371375	268.859850200173	663.044478703626	222.49314598636602	514.4223858531	164.104256405167	445.535457867575	199.23579520719503	1147.265855849	254.792492717825	509.577640852438	110.261945268101	575.664205698112	453.896716528511	648.291355388556	55.4284953449763	588.337285567971	417.038016685423	325.530030936467	948.6727039312192	579.441268929968	272.19705250431497	406.492527148279
NM_28	542.572021250756	296.558824647925	414.4910574973951	520.872541092638	170.298820610863	490.621600432826	129.72636034017	339.976274000148	524.385094994012	812.3081386170668	124.96277979332599	663.105781203429	620.750251709872	133.46721244551202	413.652353023061	426.412592802959	244.16683494381402	145.049594432259	374.195569888725	352.7617373480951	593.145912467754	567.8462597876302	672.020313434442	364.700507091368	141.600545587589	130.00734321343398	507.188824201126	484.25703620366	433.590277598727	440.06244880162905	504.50803290109	441.2229378169049	93.2877957655962	625.8623137525669	238.30872074622897	436.398398173755	421.119011219852	462.474677511655	404.378472697661	322.376284870199	415.70085816300093	282.896822375844	333.976972809354	456.748825304857	415.46840883710297	773.5501817947992	415.20649854795306	391.611363165049	344.668931788911	237.114079197378	810.3725380084979	395.761201592531	475.98639592303	293.887010414222	324.503431050177	475.71641490187005	545.2108981174009	445.37050220269	406.77661386304	353.197362574831	413.776709180466	561.34613736131	563.341149213223	377.161579573627	198.03758070369202	422.173136653906	608.383030790369	321.574293378916	524.533308917574	267.343480454056	684.480620668656	395.342970053386	378.76357505228896	34.9136107324934	694.149017846337	594.771049563218	778.996818470238	611.536929339185	315.76937796747	214.656313798017	1.13797114572325	293.820125090705	475.964786726455	178.77775257053398	29.880744691522608	519.921074181538	86.68779487858289	61.5233551469195	338.68608154205504	728.4704832322749	242.017352699903	531.077958439942	385.8453071410829	593.378509213112	178.868364562354	610.6403796033139	628.975051015734	700.210649034546	669.152318755987	513.795805602365	254.161470286052	427.883498364105	94.90624028450857	381.595986610682	482.3741366987951	1039.9014452001402	858.0869127719119	252.892945855818	42.6021251898139	487.25966968176203	437.693980482744	213.44044975386902	392.71942266034205	539.429188432332	105.92541847575599	72.430158616246	520.691552683817	148.25021578348998
NM_5	223.312993234541	525.574002400949	278.877372577945	201.404049222487	149.766338693241	360.944514812944	558.6341392148561	437.74722861457	506.65677327713206	452.796278558158	306.939827867356	74.6962941631918	31.176072909536	560.177290696787	271.479460304404	647.01943833573	373.361907802434	58.5143250266498	59.1214580556367	626.572038242093	211.24715006773	323.71425347219	262.993865116698	206.434249297001	440.5350307169429	362.086567462208	527.412512889104	558.882911129518	173.666132406917	404.857452897499	313.103513057528	656.328296852434	142.386635642226	90.0521314751895	255.831420801099	483.338730078159	89.0170267619199	505.628124532989	360.56200633486	448.37240698928	10.1942989740245	412.896406548556	422.1664913018	290.489780640437	548.836226466765	454.346730571865	7.028888729953259	765.725197337617	337.886537782332	780.233490331913	669.623623512285	445.231351791598	467.818142638859	135.853429342423	489.393385852097	385.2965573176849	40.141901289962505	672.2180944461161	394.487290181377	0.577119873488285	625.853486456347	711.438687457917	563.939175910902	650.13933952199	280.937033091283	134.420744479391	398.10089604539	658.066981811493	75.77786532518229	231.967216499833	563.253330020111	748.134348418052	98.65469861827059	246.775748586487	320.162314380998	668.771633636782	850.1597434218428	313.094569119431	88.10793505084841	250.711866506278	396.01395871169	363.65563308327796	129.486072413781	108.098175972881	406.216610265835	446.724638483992	307.347636387703	308.799917179731	44.563958097638796	496.88429339183403	467.84340363467203	119.434562705926	666.268399216296	150.412803349331	257.959818280401	601.939545178914	733.9677662398891	196.98070275388	5.018642390669911	342.739397151822	527.335019058068	659.477207049628	365.489989180767	395.22441470392096	151.514953193852	656.0974205377449	308.555604903475	65.88526747296311	484.401941973069	109.66813078307501	480.698847560742	127.208061744426	346.669319080934	678.42763084547	183.91446284801498	84.5018517189537	58.874081580989596	419.045972839622
NM_30	211.53014685784402	507.63272119449095	191.945523270606	567.7510697909751	451.11070566069003	405.166193780092	398.097768293896	439.969295764898	553.310251479446	97.476976634048	395.9758084701001	487.639958121969	426.76579805053706	373.451527131191	428.448626925908	563.8513623840789	998.002305935396	350.261804736989	249.46371325915	62.1532584851406	335.289070926006	186.09081853946603	42.5928367669717	425.770639175064	45.0547190505965	163.315009656545	288.985867304524	279.847030971965	550.326121567614	517.643828664435	564.500494344594	223.18098684915	275.399856398913	1.8010426295037902	414.703901298585	144.488209143243	200.858932180742	70.0225744119759	515.239411687882	682.98587576274	74.1918425331786	226.760638301264	224.556644309468	211.377670168148	198.51523084968102	333.29814906914197	433.78284733425795	391.611363165049	500.663993940243	763.4112076861528	295.999232304157	464.0300088672429	663.113652978573	81.32722300770929	60.0199435478986	616.744401730935	541.616100986956	335.068461937538	376.053304658883	351.466002954366	68.7466005848422	905.5583855828619	476.02925135214997	272.977759948364	401.33861870183296	124.70974012536699	438.659764764748	183.16473926995	88.6762253805325	451.805428215361	606.136453242726	336.54440699260897	121.556682226083	176.948527121501	316.450287547595	592.004672588506	445.005490697371	208.986769042773	456.505542679563	657.384961006428	562.157745987284	389.205209178122	442.854192867223	559.893116577487	188.975520481521	602.927341467415	116.45936079648001	222.43059168501702	393.101019850751	303.407223398553	627.199899954679	544.412885344001	638.1558085320639	36.85113682058621	483.066263477921	94.91819372072241	237.460159665846	570.872376282942	212.45586120502603	344.61913790402497	312.198341453733	431.41389026479897	650.208710034293	564.960291865166	290.04291039966	47.9755030827995	783.393336945134	368.0257869954409	117.813284475535	77.7394344791416	615.447431071805	405.475696810358	231.80276857949002	155.563023633356	249.099335756173	233.88905386496103	383.06382950747803	485.997683193457
NM_1	53.3033526564859	199.99251697787102	670.4184218582029	480.9389796088689	379.247018949014	545.002313757292	749.16973096448	82.7720013497093	381.62545169492995	35.636744145781	51.5471466647468	379.823608999626	250.1013848965	92.4003778468927	499.213415156914	557.508034557258	343.730010357797	305.757951899818	708.7365032767178	516.543972545425	692.379449154375	55.0493739730895	255.55702060182998	109.238123586329	685.832945547969	340.060529975635	6.386428006729809	789.249742422381	91.4334935519861	445.278003750389	345.099492494064	310.544596832863	8.03435561617575	146.784974304559	183.404260574304	625.626611163383	384.599205368808	651.372785227683	402.266835764514	340.62399910813497	381.719861582919	226.02200430028302	230.272631619164	144.626826957154	588.785111931871	791.790379007538	349.43618257481904	83.3215666308615	443.93851679430395	355.671118796067	800.989277042084	219.15276538186401	323.759857445306	134.9292563537	128.614164745497	97.1676081501692	65.3054812030733	1035.3823590927	557.935295147493	338.19224586413503	381.349067395163	302.18633419450197	506.528612933758	185.754097006283	345.414384948299	400.706705976589	167.851318238574	619.942194452137	124.14671553274599	131.397551829971	767.772840774119	586.438300000913	203.47531590018295	303.907111603295	3.71202683340287	335.423208183908	18.9767799870947	126.471697870903	507.95111549448796	130.806191220667	186.627267898613	308.29821821111597	574.705307699521	356.169631090134	459.517398093956	101.116725602796	316.979613596434	409.958510738608	276.76563450112496	2.9314707574739503	518.973830261413	360.6228058402221	359.84116075816803	433.188873646074	393.02368539891296	729.2881217542171	275.728532504557	374.634996935681	273.51601029151	327.074890883457	653.415118491306	0.7060783801387879	472.511919714362	343.188598347919	40.1978447248996	1071.02069044304	334.342672748434	467.18644208101097	184.08325699302296	360.933088653157	129.97026494684098	329.64012153964296	479.1280439835	102.26828405526199	108.253449651047	371.95904372718	590.270012734077	68.7450597383118
NM_23	342.824720769609	173.080595168184	280.96373696132196	241.337610706255	176.941682407741	303.575850206913	364.0445987046009	216.651547156957	110.102208557462	575.428604000993	392.85173897526704	665.924509285059	502.2811746536351	336.23470827619303	221.300792286054	362.2745003317711	832.063680245425	603.274449570531	77.1462928286967	709.72301918843	741.2444482803619	561.86263218186	398.88529670656	448.99449222097604	465.565430189497	196.085455673154	365.623003385282	391.78584336075	170.790865314087	563.93187883468	498.79446514456595	733.413835073357	332.979404981506	505.1924575758129	22.1954200695018	369.655113747181	45.649757313805104	526.797740052888	40.6490109630808	153.80216286260202	390.215110727939	344.203444457293	626.308895219498	56.8618294019578	73.75178855096509	379.727741974296	411.692054182977	536.5908891027481	378.58090182181	390.116745165956	237.99361905723305	390.814186572625	412.868075090803	889.978588141182	186.65542883577305	630.9146779195021	243.24793916007096	613.945318456979	252.545601658172	1.7313596204648602	376.16064470951403	301.185717193858	65.7829367446439	242.28795261689098	26.975218634057693	294.396763574637	267.688533547762	466.614245289509	167.678680719552	351.23576354549897	50.3052022419133	511.3927655680789	857.062694246226	188.057403263658	476.995448092269	92.67362865287359	508.577703654138	240.604693510499	416.88653832783996	589.466361718774	533.7084673442031	568.903894378524	156.684060226721	478.126547572359	97.7181110182226	325.988249704535	795.951571157898	389.845106171346	109.298970913156	554.047973162576	815.530304696505	565.8647242766191	172.892432708026	66.93369749045239	453.254869384196	90.96326898235891	497.48884690324013	75.8189874750783	352.97784814378304	547.004558891298	612.3890543900151	415.880165901746	277.98778182625597	1076.64581936585	416.202299997806	701.4796531836362	506.849264538849	478.50007386929803	503.86217199804605	6.9410209356376384	38.22654851377671	4.28104053947588	143.32447967973	368.0217827622449	110.58148082633801	556.806844362391	333.364929471577	415.4592740706671
NM_6	251.36738936953304	396.818925507544	454.131980781542	541.707442736343	9.058447904833141	286.24573277384104	202.69743803151505	432.1920607387509	373.22782561851403	282.997674098849	188.225187063697	506.66637267297097	38.796890731867	637.177605569198	54.6818818148681	632.923154276128	241.796283148243	398.062239265801	67.0523853557831	718.9620170713562	314.991302058288	0.0	79.7770593413121	813.6949993123441	555.67486829069	85.9552682402869	48.9626147182619	348.794850196941	43.7040598110122	469.399945388405	31.9959794365357	730.477243141131	174.077705017141	887.013495030617	108.056650338364	46.9403319044039	148.932333236289	558.552163332738	172.626319284772	510.9359986622029	113.836338543274	492.668878654538	138.81683466403499	100.12626481649099	111.856879302297	300.134154136889	279.14729527528704	505.761909449329	274.378666629813	657.671145341376	843.640463253058	351.732767915362	323.017288964927	319.763854098493	360.119661287392	238.19559497923402	415.199068566328	64.5162877022588	84.7963334034736	574.811393994332	321.033653674499	893.550981575134	596.232617585545	118.72109678227699	62.503555371597	113.976524786708	293.271819970742	535.404622481391	112.323218815341	242.5800956861	470.889680002172	226.683933905366	8.80845523377416	158.698230602243	377.69873029874196	232.375665875862	760.020038483143	101.794293408288	411.56458251939904	410.027099403244	97.86551853219929	294.671777627199	523.265635096786	583.452975443371	446.59599498410796	688.197416042907	335.367933722194	11.8314144513307	70.36414436469279	727.0047478535381	779.739006057787	422.65920491563	174.29806224223805	269.238917995303	480.024284488766	522.8410504116459	277.69101316295297	673.451006396283	281.88041427596	463.042805292863	68.0432282655572	88.2597975173485	544.5329673061519	890.803618094417	276.43748603123197	789.6508480385112	754.0494321560429	131.105027193674	128.332327732279	6.9410209356376384	677.5655724066929	385.293648552829	53.293940097516796	193.01338117472	848.5673633936922	562.088210094826	589.505414271986	582.838549955252
NM_26	258.100444441932	403.678827145307	334.51375613464296	393.548142158882	151.57802827420798	528.867376836846	213.23770480915402	369.4186637419909	305.11374744313497	271.468139228155	49.2040945436219	205.062467938574	665.782357023646	587.769070192734	254.10992137497502	655.4772087714911	343.730010357797	342.020350507883	204.041129631039	283.04929877692405	618.706065856732	365.001283952007	659.174854726943	380.183075788643	531.359623088781	412.585287553377	379.46026406653	712.190415053289	177.691506336879	146.035538565281	119.98492288700899	418.46435034215597	349.048116213858	78.34535438341491	262.25641082121797	637.361694139484	329.24887462581904	484.458509013089	248.64524887806598	226.79301981434503	242.397775604584	312.442182415097	2.44970884701238	558.111216847478	333.72684319311696	48.9168925250731	211.368725379309	265.795797552448	127.632323578363	257.140606156616	40.9451387625346	98.9403003981328	707.6677618013222	820.6656139868851	269.75996605594	413.637109694818	129.412696695998	898.025101404021	408.005546231206	314.530331051116	360.595376652569	390.240630251178	245.78897274589696	340.01076017237006	568.4533878006299	461.528259562321	370.021679239681	513.0270299008989	360.079218211859	452.81617861405294	304.305239791246	336.54440699260897	59.897495589664295	518.149722916322	477.92345480062005	607.2197459494249	204.000384861268	665.518751601156	470.69742483540495	142.545208381496	537.691366354234	790.3335538671712	322.828290127509	557.1213684756179	243.08389600400798	79.98785756639049	285.456779095132	194.62676772439	442.355920906036	477.8297334682529	440.573842767078	103.20073864881	543.978629739888	577.5851648614321	77.26626632455421	450.8614201734311	882.135055948744	290.6394519878	96.1906458211732	155.391902182179	342.217412747361	342.448014367312	304.238444032609	239.116965635914	320.34590103843	588.672389178135	708.699761118356	486.486166896324	483.875989810232	166.584502455303	318.236016377191	191.423669836564	174.886910222919	159.164019550795	504.01874945057403	46.77781077299221	263.786469421317	43.638168355623996
NM_11	26.9322202895929	256.454784304078	112.66367670231199	268.538732296649	501.838013927756	341.22403635462103	351.071962670584	81.6609677745454	146.491921555267	864.7151153020392	322.560175341522	350.226964142512	482.18992766749	509.485416739117	571.26483590121	50.041808411587	333.062527277727	565.3637601166449	113.916955765739	129.345970360968	84.1981523401629	317.730625866419	609.145173445103	811.974713901535	478.43820706109597	458.786244232531	312.402769995867	148.440599037303	376.659989160697	273.816634809903	376.5241151549469	470.588857139161	24.995773028102303	461.06691315297013	419.960711315046	164.29116166541402	326.395764793706	760.477726753319	316.74553997205896	258.074815650806	436.6558060540509	438.748596582902	563.433034812847	545.1318862231179	328.195459051795	417.03723627308	485.495385847486	639.909631725016	14.1813692864847	36.047748526628396	748.101806140477	269.612318584912	268.06722141687	204.24223050799702	569.8596837954329	581.656098787819	455.340969856291	386.05714092803197	71.2780773536445	458.810299423187	0.6485528357060589	852.525684548728	166.251421954645	102.568566607817	511.871221885289	197.286720034392	253.96091644274898	675.471776040764	213.897804251224	87.4299094868652	766.123489880942	444.85754947298796	587.523964092737	299.146164685227	765.6055343893422	17.289856091954	314.065708786418	360.135871376292	554.666060924133	281.736411859898	343.098300435559	497.36508131296097	484.833695795892	515.545146947587	609.728709245935	125.264003358687	532.385649355337	82.2283304367482	140.25919443362102	141.443464048118	370.695593043866	545.572444205224	577.0109237938599	181.24742803594398	601.095048257162	378.090804987544	889.984978582325	194.750732534025	730.212467842471	69.5504078315397	369.234576911626	564.86270411103	368.855458694402	220.53274550877103	454.5448595815569	369.541037259402	333.453463512401	551.040418864783	357.121518566465	445.613544067936	121.369291531241	22.0167799173045	290.27087761851396	154.842824449868	1153.53944735686	371.95904372718	717.193357441146	456.108526785495
NM_29	14.588285990196097	491.802178953498	267.750095866606	538.81370639694	210.759887919118	31.074693328266697	288.641151756877	156.100217310526	741.790303416796	3.14441860109832	537.3399531113	619.4154959381659	654.004729480044	305.434582327229	229.02058736580105	131.095441754298	567.747155039257	487.894090363052	87.2402003016103	371.239733113948	438.281453699241	73.5986195509784	331.953696072748	110.098266291734	168.776407872076	231.004783395771	255.989322603087	274.980126085496	42.55395297388029	95.8358221834659	349.098989923631	121.868565187365	438.318734171366	182.805826894635	140.181600438958	35.2052489283029	489.023025224137	474.687917234674	270.289527442823	346.70657052078	295.634670246712	578.350422768371	648.35627484261	425.227593788554	389.65528284426597	135.143279348931	492.022211096728	399.110304161827	163.394037431237	331.639286444981	6.82418979375577	383.888365544755	66.83116323412271	363.19998456852005	337.035067615123	156.547813130828	174.347660826553	864.726372267372	374.824372290717	539.607081711547	524.030691250496	741.457197477238	482.607545026615	495.07504984718	238.829374735681	111.93210281744	478.594650888424	45.58398488618651	129.521032222475	439.17104823170996	54.428579474856996	717.1877362808	684.416971664253	529.258599058479	698.789051388091	238.600014068965	59.7768569593484	252.943395741807	576.545212581055	202.07879541141497	452.343530424991	593.601817936873	77.4551392064169	144.130901297175	587.116253803701	640.657462960996	753.92112515616	170.372368099162	14.541923168703198	171.491039312226	75.8434661629979	71.31286996518871	655.726177709709	626.469325949965	103.42728563129299	259.443062836641	51.0244971182811	449.710661004141	141.358427337202	386.600014703243	274.174184481804	158.161557151088	386.35590016530404	1144.78795983205	276.43748603123197	32.415880461351	818.9617063864571	522.4235855179402	430.754821363674	1117.5043706376598	540.905661469941	338.81377983852	516.899477256498	388.18735989990194	161.798166682748	711.475412240833	183.503630901786	20.922409485573198
