	SRR1568730	SRR1568603	SRR1568721	SRR1568671	SRR1568676	SRR1568385	SRR1568646	SRR1568699	SRR1568636	SRR1568511	SRR1568596	SRR1568519	SRR1568703	SRR1568543	SRR1568555	SRR1568513	SRR1568492	SRR1568625	SRR1568592	SRR1568692	SRR1568715	SRR1568464	SRR1568650	SRR1568390	SRR1568713	SRR1568536	SRR1568460	SRR1568707	SRR1568629	SRR1568742	SRR1568439	SRR1568709	SRR1568754	SRR1568615	SRR1568444	SRR1568545	SRR1568737	SRR1568483	SRR1568732	SRR1568416	SRR1568711	SRR1568588	SRR1568383	SRR1568448	SRR1568680	SRR1568498	SRR1568684	SRR1568470	SRR1568394	SRR1568725	SRR1568381	SRR1568619	SRR1568487	SRR1568746	SRR1568658	SRR1568584	SRR1568485	SRR1568728	SRR1568507	SRR1568379	SRR1568634	SRR1568462	SRR1568414	SRR1568551	SRR1568449	SRR1568363	SRR1568633	SRR1568453	SRR1568387	SRR1568425	SRR1568427	SRR1568506	SRR1568401	SRR1568528	SRR1568590	SRR1568517	SRR1568570	SRR1568458	SRR1568594	SRR1568500	SRR1568717	SRR1568660	SRR1568690	SRR1568698	SRR1568682	SRR1568504	SRR1568479	SRR1568399	SRR1568396	SRR1568572	SRR1568560	SRR1568750	SRR1568375	SRR1568627	SRR1568577	SRR1568377	SRR1568579	SRR1568419	SRR1568701	SRR1568613	SRR1568654
NM_22	667.261440558162	953.7998113882601	553.151166630984	267.259075951059	568.885870381445	520.144302963261	502.68760422987503	457.73433717548795	359.24104741753797	78.475112547535	268.773922587807	137.926372073904	254.862690538616	501.48296578112	584.251170839094	132.39086942218	668.2689929360849	101.67925663690399	395.055257326232	689.560841475221	267.733073086938	582.82557332745	637.287594761584	328.042368210529	394.1488637313269	637.095150467415	106.07742447444299	266.57891673728903	45.588326861938	568.704450241101	413.280836875469	583.638941097463	43.8397678938271	342.524877221496	430.69211702542	34.389011288610895	210.840768975059	805.206715118722	289.88140021262	529.997352274086	293.869549252279	93.13827693864029	188.311667578819	328.22023797665	387.6893817941671	373.483946708794	346.873188000222	9.15699853241467	288.860172860447	27.7049983834826	361.72361039291496	588.84586293114	523.900250184246	57.390021309942	192.571538760066	279.282826727941	354.047865099475	496.294484090521	616.315699856652	608.102848944137	198.96581318944698	259.669067694874	189.926951722999	304.107965094758	650.747223338679	264.021319223333	487.195774432774	209.62582416828602	181.51834163890598	65.2869277058119	43.9158361701969	48.8473805198075	949.1202671104312	322.88387522564	347.327480904553	495.730867712602	77.36807828518029	634.392903663244	1041.62818395068	494.64429786931197	565.457340361286	80.94682721515241	604.572499669999	156.929526007717	1028.4094124657304	563.268781475091	291.704046576746	356.133737408015	819.341740866666	399.349465086972	700.131973211141	260.804361637453	69.24912709026789	165.033322245514	387.34122461157995	64.4298855175954	526.440355320166	68.9769862733213	172.072512728042	197.74275131019695	131.79325866955298
NM_7	24.2640523839332	65.3101154730906	765.1279773399208	275.90569311418204	630.215573879816	366.936180182678	595.454875042013	561.6768312308529	730.357831939789	395.36509083472396	241.398800842753	421.54961605686094	390.93982029522203	238.102481313963	332.766124651517	297.442041433092	375.180459993558	336.937144541898	65.5921910136075	411.171398910279	337.494507623675	59.983584351673095	401.45710514927595	115.000313249895	337.309429481656	588.03817839495	161.42216767850002	216.51714833591998	229.207976722521	262.956038061316	600.548716084666	147.191251142522	173.167083180617	255.265687967351	591.798893967598	308.48966008901	424.70796047129096	141.84988763749502	247.78641140286598	378.48465627644896	251.355426644716	1130.28824217062	179.379888879428	627.774952985907	342.929506453811	444.47676302534205	455.841574362133	490.2516137354309	164.83433686773398	465.3308912164529	513.050185016006	378.207285676915	545.321405273555	189.387070322809	446.686558979535	199.90011112051602	621.69119169253	161.564982299919	316.815770789996	55.3519660227281	390.9093035604429	728.895628617191	378.953775712713	591.354498461489	856.7885605435381	155.850859595444	148.78433829982902	705.105044929688	994.720512181206	928.854925996324	736.8101401888589	419.326214592114	970.2394353576532	235.953601126429	287.820325085242	99.7736809700047	233.083577618644	407.280244151803	1042.75305239987	512.483928284271	942.428900602144	458.471945739603	204.894135897079	232.66771423537998	927.978805779625	71.2606269192909	40.6665158766509	146.748575213353	228.67503954131803	760.207415466767	559.642426216182	470.037239335296	37.837151915301	75.1226950723307	577.263373453387	530.472724094869	552.069688408122	380.397835190495	607.989544972415	167.253780843867	198.09416180392898
NM_13	570.9634826594271	733.3781716665802	335.758889955031	221.667821818232	361.63376890419	394.19741199417	182.36301099821998	341.52533761048403	687.308284935208	538.115057468812	497.729486273717	79.6476233102826	15.7879542811532	9.785033478656	239.67497495777303	567.472757479213	400.282950083543	324.310308750387	365.0130324345031	166.731888365453	579.774084325587	151.301876946757	359.880053512424	222.581251451409	583.3030465622	376.96410118842005	771.136755309864	478.715660338089	300.123151841092	149.463219747116	286.067829274739	628.308922787483	1042.29048167574	42.3272186680556	144.996099247959	608.887788110111	169.479661185693	428.052896223735	915.566006612135	374.325484229455	686.938717922205	872.974019441832	46.1475232801849	351.869294424749	267.182025108591	352.649098441981	568.2330513951	326.130024654461	748.956016059221	377.69263102380404	276.104627382482	7.402633705420039	578.983220413898	413.208153431583	340.47442162217897	331.96408344923196	73.05749597290749	100.253142863027	103.25372286880399	414.370967864589	385.642561446604	383.581324559797	181.825802123439	331.808888647943	742.607319509178	76.14631039594771	484.278434466111	465.53267445164704	102.68751898429501	476.792411427293	701.026866272402	179.529982949422	296.910659475645	423.78508623365195	480.307757684443	360.18926337599197	715.899559828694	122.43783040700599	221.59908449058705	581.4097730693389	920.6441119450093	573.430044893895	394.28641282826	97.5507864372297	368.245557849058	235.469897646353	366.7806912721009	353.449312251674	111.09718520226002	461.898176486137	656.13249970173	39.783716181984296	12.136444953964501	529.407969210519	299.252333207979	63.7139979007333	33.9415492245897	417.959560388838	142.756455004005	476.499052716642	374.357538429467
NM_15	85.682434980764	798.6882871396698	642.119536089115	475.56394397173796	480.063541176907	136.306159057458	478.108241877941	274.38236008403703	587.848986683244	360.23813569439903	197.432696221908	514.7956140786562	78.939771405766	764.048030791722	447.393286587843	302.107798945768	270.021379886865	380.134214354962	489.688265735177	747.652947376306	667.447238540675	2.6858321351495404	560.949401592282	89.5624559411623	218.971590961848	548.66350344205	292.404726594769	132.663686263627	553.391634407414	250.552451360311	504.977522557213	377.864107410654	211.526880087716	142.610167512372	480.098195287688	227.57433940992505	119.039285832808	507.321951079982	919.392823776658	572.7774076145951	143.951327425609	91.5596620752735	629.690398307039	495.91354733589895	675.529810906	610.383888112926	1.71154533552741	288.093261519815	97.62033542652227	54.2791805064149	301.325723152997	459.63625643653603	435.767497816803	454.81591888129	296.798402521958	125.56902286992701	120.123382801607	136.708831176855	542.563040664649	496.63013959281	569.3933418627411	204.090776012814	408.65799091109596	478.74422227788597	544.292532449502	101.7656297815	352.414667972929	107.98906093517701	300.80182328733	946.660451734272	456.236742434823	45.041091128653704	1032.3546360847802	686.128234854484	199.774023107689	402.859768444925	838.317405216637	397.764350596854	164.230793581856	51.0862143701093	903.59514690899	365.961286065143	550.652990223399	535.6204671460321	806.123003000483	102.24350818854799	258.075966140284	14.3169341671564	349.956133387119	243.458830522901	423.012482160645	708.0028009423511	316.26147732977995	548.33652229961	199.293307501764	603.493261014811	18.009801629374106	660.4034230326902	592.6942105077	629.815018490187	391.3370380126609
NM_10	116.770752097678	401.3850846783689	286.246058256593	124.982920812407	358.814012421506	171.745760412398	257.686863367049	290.52249891251	421.588667217276	69.50652825638821	0.0	264.844536048013	6.766266120494231	520.237613281877	72.24984752350271	202.960451801404	587.533957241268	657.260031463388	132.686493271801	555.269999262322	908.7840931542528	288.279315839384	497.561437621344	52.9955360598594	496.646204181554	172.344888728267	373.577016627386	528.151656634441	123.468385251082	529.012972797883	89.75943175889091	24.8980225813222	417.573789188703	423.923374660065	948.381893599616	879.9541123850439	817.134080716736	120.989610043746	672.563116664923	202.01692799684898	341.60470446077096	1117.65932326368	308.14636512897596	477.280957407094	336.731985252838	300.9478082984091	158.032685980364	159.190897563517	664.938514257705	66.7181593724683	334.511375482622	628.550898260211	486.566237028593	395.27377177222604	676.9782960534279	617.0201985849859	425.70040922674895	538.54994099973	611.826407558008	652.691932684668	325.95281748977	258.757948159103	129.618393592947	267.374131687272	130.492846896411	170.79546257035	575.882909419339	77.1350435251268	1011.31647484533	724.0913800099139	349.70017691082705	550.008817021729	644.755783547531	753.6544299136922	386.796512825525	237.825315016552	341.790624323138	73.5895768249363	811.0301518665649	434.638268291723	752.048791033268	178.219064961092	618.726370899731	270.839761102122	954.760300895921	501.92267656196196	237.742708201959	776.693678568235	909.14529890516	830.454429807367	768.832905532851	592.3353298206559	124.22008364646	423.526375368415	96.8353061528949	688.6838874214088	126.76129608367201	379.031954274191	279.777159583742	535.734766765511	755.9920052517308
NM_19	361.686030848004	310.22304849718	96.70474941101128	369.446369697053	489.22774974562896	354.396013549392	719.144569458196	408.668315136931	664.299044294828	41.853393358685395	114.477781842955	387.229908451618	16.5397616278748	162.26847185437902	573.830519753973	75.8185595809843	80.73503569481629	49.8427728612276	125.175937048869	332.709333797125	330.895453005335	878.2671081939	387.82528494047205	452.0519225906	295.378699297472	36.7927290543492	731.4730226802901	324.77572250388	40.5229572106115	470.0959359681069	46.4940941484902	712.5228226948959	408.805835609937	246.80024423374002	231.993758796735	311.52398461447495	226.98168908798198	778.505559798723	337.71661476915796	8.31834409398789	73.84031821313609	202.062702510948	24.5623914233242	64.49742667663429	633.524389432742	47.07132386205879	81.0131458816307	514.200686820208	692.1441815077202	520.740887983418	200.441340070936	223.424944563587	371.504032548875	129.12754794737	589.626257852986	436.6049358408381	634.335758303225	111.85268005379	346.31683446679705	426.671404758529	402.027981356324	261.491306766417	127.818138126378	14.4526557668796	312.496028094036	322.376435601536	185.542821879787	407.454524032729	376.5209029424169	695.40469965433	191.92846918826802	626.134604844805	303.122179548358	237.50592744962898	278.712086949633	598.642085820028	935.2723387638879	549.3842545723692	699.668175396676	524.647312658106	267.10045223095904	231.27664918615002	243.311786377781	376.267319115029	226.303633732694	394.72190737033293	508.331448458136	367.76624641883	276.817153128964	15.3966058828712	176.76981462552502	624.014955669273	146.351247974277	561.941419832395	68.7218301730222	385.147537871848	252.137222811238	426.83778634481	292.52327163767103	627.201678164501	644.41243656217
NM_28	586.128515399385	149.669014625833	462.635521182278	11.004785480337699	481.4734194182489	521.234752235721	150.64770473766	303.434609975289	302.089062601112	24.66360680065389	438.83149706466	343.19707605243696	414.245848043591	587.10200871936	455.72980745594003	322.520488063725	414.530309323805	97.691834808006	464.653078325403	660.137567057788	133.866536543469	811.121304815161	379.64619281519	253.318662366128	264.629497162404	312.415453724649	530.387122372215	373.585946695215	11.3970817154845	474.4371913134591	140.77378506070698	544.095022880069	928.307085151788	56.002166237735096	346.916593015488	684.745901246753	246.149031722078	277.02448644499003	43.0516931008841	587.037426061431	2.98344720053075	194.169628194114	408.628875497121	596.242877721775	597.0278756936821	486.918120605887	430.16839432922205	366.98432579907995	131.227336147128	14.135203256878901	0.663713046592505	636.626498666124	372.116065551427	675.050125658193	909.255306722787	484.234565205293	701.0709709707851	304.902120442924	155.20124803882402	209.107427196973	440.650756857804	762.607051440736	177.32516345701802	116.82563411561001	669.634345915791	587.109402585578	358.832815899588	17.2419509056166	467.798697595124	257.190927325926	389.54973195415397	39.9660386071152	86.9612810179715	223.53499054082695	392.86867158259804	619.34983092701	363.336165111416	47.5794677747433	44.994737967631906	508.429466826326	241.527004676931	80.2666017763696	296.557301956298	553.797632320671	354.85481029091005	388.525331116482	164.23016027109	80.5327546902547	184.236165460414	174.174104049981	190.664385207444	689.584413821062	197.038753370247	30.758898769773197	315.495674885238	618.526900968916	455.786518158776	608.499948213161	270.854881145992	599.326048023857	117.239401883958
NM_5	115.254248823683	336.074969205279	719.483335617924	649.282343339927	620.346426190423	86.6907171605436	467.007884686745	122.66505509639299	170.713720880235	684.60193422421	274.58076659433397	380.754491922326	654.0723916477749	709.41492720256	590.503561490166	42.5750373031681	402.31828711786596	366.17823795381895	353.496846226007	394.57365436711194	729.6668963707381	229.19100886609402	141.08933916112102	477.489779899333	655.051184877359	223.338320224646	90.3964138999602	203.37593413056095	310.253891143745	106.670845628647	383.5762767250449	485.511440335782	469.08551646394994	591.278685393762	709.943863725194	450.091471277408	15.1321126058655	662.522416377477	567.325644640539	10.695013835127302	265.52680084723704	944.011688293337	477.850160417398	146.910805207889	553.645227286875	642.021991036605	429.02736410553706	558.576910477295	793.765350353362	544.4880294549749	647.783933474284	489.24679125821604	246.037267025779	708.0493879114099	765.322971051603	664.649827949441	436.940023991812	266.789355387559	340.544887225684	34.594978764204996	545.400405566366	493.82678838814695	15.302171465834	308.323323026764	117.61526332110701	22.7727283427133	207.13113763309602	247.73961038070095	830.835380872936	681.555957413703	554.640745705079	11.4188681734615	1049.74689228837	625.587508249677	98.3689718645763	45.18053477887	512.196265103156	84.3742561872115	889.770943309921	778.456599925475	171.43681508441003	178.219064961092	392.264431224013	410.803932946843	962.794749430809	433.760337769597	609.21568976752	636.208762053012	789.7158248127299	507.125706267071	436.13513215467987	576.127149153921	64.9656759300451	436.539755617166	210.538697893714	635.708203773608	157.239421917997	171.418054996076	323.113940567101	272.65850731317903	245.798470156712
NM_30	365.477289032993	69.3919976901587	635.93043212681	483.42450502912203	396.88072493773694	221.906426945542	709.629977580028	461.607970494322	8.16456925948951	558.294372123892	440.490595352239	121.737830750676	436.048261098517	178.576860985472	102.817090706523	156.886096363729	508.155812902667	81.74214749241321	420.59114848420097	130.518627543997	773.032112434115	660.714705246787	348.974597345381	359.839689846445	158.404980695805	446.676640449292	275.80130363355204	410.506500891224	623.673638319568	403.736747117728	339.019436499408	588.765004570089	195.08696712753	599.744129127373	786.201071477825	438.965614684034	769.720127885024	272.01801982249003	5.74022574678455	462.262264651613	671.275620119419	631.445945346714	406.39593082227293	620.608572244059	64.041052410049	54.7879343312487	172.295563776426	295.13710654475	537.7120115296971	433.668035921044	372.343019138395	588.172896230647	486.566237028593	20.0865074584797	818.9253581291472	641.55667431819	542.311412414275	449.8963353274669	49.3822152850803	76.1089532812511	474.591983813651	324.35855473465	728.203336227042	471.51789439444605	456.724964137437	675.353724913592	455.105034799478	350.283844714105	280.056869957169	365.013277627948	528.616546493111	76.7601693882689	218.64550655947102	682.247419046484	394.083103334012	72.1633541606952	131.231930255875	227.74705241510503	1066.37528983288	367.334208089833	653.543659714049	2.04067631634838	186.022307590769	355.66653191710503	368.245557849058	394.72190737033293	2.34614514672986	302.445234281179	436.0564519188701	53.8881205900493	219.997367547051	453.092323183711	557.562559355662	534.140107482792	511.665262833684	466.0428385772741	619.260102179248	327.128479454663	547.445512716252	172.480461495238	494.022583111024
NM_1	207.00269690042998	137.42336797462798	399.9708435639431	225.598102346924	97.2815986525891	504.332788512596	199.013546785013	613.970881035105	415.65079866492005	440.208012290458	717.560009377941	325.06590977042197	639.036244713344	544.7001969785168	377.92227935370596	563.973439344706	545.470325198591	364.18452703936896	451.634780872321	14.3344157418263	123.49659357179199	472.706455786319	551.407127446119	193.963661979085	484.532882128345	364.699858170304	258.2754682856	551.930996625091	466.014007922033	387.612084406421	361.620732266035	19.039664326893398	793.49979887827	367.9212084223301	125.66328601489799	869.839697300159	495.32448596533	390.504396554986	379.811603578911	43.374222775794	358.759525863823	156.28287147331199	101.22682525976	45.148198673643996	500.6219903452209	236.899941404132	245.89201320410402	378.254477838975	50.4105010809091	340.375694425643	427.43120200557297	212.657477355703	259.501993081916	35.868763318713796	501.281582854811	578.05050183225	435.53507214617895	253.532741455258	438.66799032461	172.974893821025	399.10201351530196	12.7556735008008	422.159906910362	241.47979010494598	509.952309582025	323.088083362245	533.873213899388	165.159740253801	302.876318620346	321.4886591574069	99.21725949563	244.23690259903802	356.541252173683	435.427533657653	415.335658983766	607.427189804808	367.2535361638311	391.420421560222	430.824616040075	340.574762467395	894.1234996667571	627.167854557735	544.587045410657	132.087400269044	502.153033430533	454.20903940730597	674.907753875956	228.176138289055	721.205893938004	456.12444928006	206.102796965132	37.5735097274297	541.142663241475	207.03104941193504	159.309697219279	606.356811482259	329.025222075104	570.9382230148179	434.00511543628403	52.2668065137084	410.74218039345396
NM_23	68.242647329812	1076.25627790031	757.3915973870401	712.166831799	231.22003158006697	211.001934220946	740.5524011840739	397.0474151804309	695.472854194697	395.36509083472396	86.2731109541109	451.33653209160093	390.1880129485	402.817211538005	129.216073455495	455.49457717499	299.194544045496	516.371126842318	181.254756846763	234.631752405682	588.2585831205951	333.043184758543	591.620997062091	275.576787511269	454.71547399737	430.53947858335	8.30171148060858	75.0926526020532	166.524027287357	408.69818179813	483.021978098204	202.845654559595	1078.45829018815	472.111285143697	206.21667448598703	667.551395602447	164.435623650405	301.22240845373904	943.3104310549272	281.635364325019	381.881241667936	686.6974655645512	526.230628372431	163.39348091413999	432.449257134524	190.600278588992	314.353826625201	169.052280598425	337.670340573708	500.38619529351195	139.379739784426	10.094500507391	7.34439603062027	281.92847968509	529.075413191316	363.717169692202	701.0709709707851	642.945775716601	286.03205217072497	232.939523678981	255.72958930526002	607.7167303595829	802.9139380896429	543.178979238557	70.39745687832671	69.02983278884979	487.77924242610703	567.169437684756	494.767136924333	4.94597937165242	169.15729487779498	416.154306766152	129.19961751241502	206.459400985625	376.47384293850195	328.186384574292	918.623511791128	53.9233968113758	661.422648124189	165.422027484163	945.2703947748128	504.72727557683197	199.50218495241901	604.087789303839	861.0250679888879	391.623619243408	609.21568976752	649.630887834722	601.7764198455741	949.778125399619	319.575123384137	453.829058668562	301.269398269	290.434986460743	28.1134759798727	586.311958210119	40.175711327065294	0.0	159.32640067411302	536.605880207406	350.909658052675
NM_6	520.918874617565	993.2580061532532	181.80492889270096	538.448432430811	242.499057510802	234.44659357882801	1.585765313028	220.797099173508	607.1470594784021	640.5063947927381	488.604445692032	253.188786295288	242.081965644349	69.3106538071466	496.02299165173895	420.50139582992006	229.31463920040298	526.339681414563	234.329354155483	694.087499077903	894.643261829238	469.125346272787	233.785716580988	65.7144647142256	572.121518513085	42.6021073260886	600.490463764021	28.785516830787106	329.249027336219	235.668147319104	493.353999020091	647.348587114376	72.3356170248147	82.7008733975856	503.727189239207	757.5696898579289	955.34070918364	175.22633178749405	353.02388342725	26.143367152533397	190.940620833968	533.571823817973	160.027701697415	310.30428612202996	110.86676815073	39.354713392868796	443.860757013441	47.89814616955361	340.07084062518	220.509170807311	144.025731110574	262.457013192165	268.07045511764	380.208891178366	575.729342684734	650.216606929909	193.88335469733101	797.053912679601	183.41965677315602	228.32685984375303	211.84007168994	348.0476626647091	217.830911454814	102.37297834873002	317.647061524157	363.652005722704	196.62871375310797	277.686156690456	208.486780968115	748.8212768681758	627.020549763366	306.4062959878829	747.867016754555	191.712300915223	586.570535933214	39.532967931511294	47.9877953920739	599.501293961766	1032.62923635715	151.63685852715	373.182901343964	317.66527991156397	475.839670866242	17.571259668817802	141.941924116364	394.72190737033293	685.074382845119	334.658336157281	878.593572974538	257.893148538093	456.205067439674	521.608723274906	178.477131675948	52.6450382790349	334.862736115817	673.650247467303	360.196032587482	336.689645868786	250.461101859706	10.4533613027417	740.629600866936
NM_26	244.157027113327	673.510565816247	241.37505452988398	668.147689877649	556.1969662093679	290.059506474272	367.104669965981	32.9258832100845	512.141162640705	508.219776498322	293.660396901493	388.52499175747596	433.0410317116311	208.747380877995	111.848321646961	354.014351274288	310.049674895219	340.924566370797	355.4996612187889	480.58014881807	220.59696867022305	470.9159010295529	577.307585842847	456.291565475389	46.5897002046486	417.629749090595	593.111164670147	434.285840881874	450.817898968053	596.6125203183631	24.538549689481002	533.842895934819	315.646328835555	50.14147442215821	253.474662389025	556.292829668706	81.7134080716736	104.301387968746	52.618736012191704	400.468851381988	346.079875261567	419.91155365556506	651.275530163899	70.9471693442977	438.646778335497	429.04354208696196	466.110846375298	328.243178161941	736.9535158018608	106.86213662200399	420.130358493055	45.76173563350571	143.82775559964702	410.338652366085	315.658501678871	305.262624563098	17.5618980704104	621.4037780766121	255.889661022689	11.531659588068301	232.321846577089	388.136922238654	345.649049581192	557.02944101515	59.23688444639689	384.28979078328695	158.703294186485	591.671157392737	793.494464878647	602.4202874672641	200.06103144200802	338.125374247499	24.846080290849	514.596176140863	94.7256766103327	199.547361940009	889.243228898022	338.76581055617197	363.3325090886271	3.2435691663561403	61.5657070745119	532.6165185669271	174.56441183336602	342.942516294857	739.169265209745	11.1538372569325	12.512774115892599	839.330265549544	488.827614889943	139.53174081352	695.5004496838341	166.502219576453	666.790563941342	350.178232148187	482.927042943147	335.035404691496	89.3563234688177	519.034748195289	34.4145025456084	55.75126028128899	160.90097224074302
NM_11	397.323857786906	759.2300923746782	34.8137097879641	367.87425748557604	84.5926944805122	203.368789313728	156.990765989772	475.1656871102391	357.014346710405	280.268259098339	451.2747342215029	604.803903835804	293.956672568138	782.80267829248	156.309766276809	356.93044971971	367.717557534374	417.35015142467904	481.17630201585405	82.9887227158362	882.387874680893	173.683811406337	38.8506875950912	239.009867629966	803.2064315281419	4.51840532246394	771.136755309864	440.543561932046	109.538618709934	364.6654490095609	136.89927721499902	374.93492828343904	1059.82638883327	534.625331176518	371.619632146622	714.077704992921	324.836017272579	553.21456178623	930.873275270227	64.7642504460486	299.090581853208	394.653715841696	445.1003051862989	388.41783620817597	223.110763235009	448.335068259937	129.50693038824102	39.4455321396324	27.2056672500144	361.861203376099	387.608419210023	511.454692374476	611.420969549138	367.296136383629	783.1904334107851	609.80358807522	21.0742776844925	455.696103922849	7.69592965481772	666.52992419035	408.46511060657014	380.847965952482	162.022991991184	411.90068935606797	541.717015734441	283.23580876249696	58.9302673265991	188.75398886148704	360.96218794479597	131.563051285954	64.2472418045473	594.41552658519	577.671366762239	356.258891174444	343.076969774602	11.2951336947175	359.418794059002	176.361227218382	236.222374330067	767.9150001348172	272.78344057629903	639.411912455826	372.71860904962006	522.896451523784	1234.6269248612	66.3033659162098	730.433189015229	776.693678568235	602.70222972226	371.44311692426805	32.4206646911443	174.60630990982	524.722767127288	525.858865506315	331.11427265183397	425.23724441613	29.7854411562726	212.394482485178	8.92227843775033	628.072791606396	441.4669891630429
NM_29	338.938481738066	46.261331793439204	374.44078971943605	589.542079303808	120.54458963473	339.129723734957	593.869109728985	3.87363331883347	46.7607148498035	722.718417461585	330.990108372022	256.426494559934	433.792839058352	672.7210516576	288.999390094011	512.65010670527	10.855130849723198	619.379524088855	107.150602113832	111.657554199489	520.382592760526	611.474449435712	637.287594761584	431.913618887854	793.888491487212	156.853213336962	299.784025688643	51.313312611403	388.133949532889	559.4017602153469	503.686019941978	48.33145559903711	718.9721934587642	576.9525498445739	612.205752380273	629.116618279882	786.869855505005	302.056819557489	674.476525247184	115.268482445261	355.776078663292	492.527837370437	180.86851866266	685.822636994878	19.9697905364669	450.650051400694	447.8543627963391	652.260049308922	459.295676514949	513.955990420116	15.9291131182201	222.079011162601	556.9500323220369	390.96952017398	331.540690442588	686.299659478739	404.626131542257	184.764056681446	376.459225614833	268.303279749057	143.957617778247	24.600227465830198	506.77191383909104	115.01905214475	110.747218747612	545.83383246441	326.742076266292	71.69021692335309	424.23429560178596	7.913566994643871	200.06103144200802	412.348017374998	732.9593685800452	194.816953561624	516.133494351172	528.98876136927	144.942728939325	320.368416349938	268.84355935660096	382.741161630025	342.87363016882006	199.986279002141	101.099080212374	459.8822789183689	334.768688953689	469.70048004193495	358.96020744966796	666.63224715822	455.4984593292649	575.448144872312	511.78334976735	407.414723122914	364.0933486189341	139.006561748013	13.744366034604399	185.414892767302	400.37174391454806	327.128479454663	96.23314600716421	605.4238421171231	149.581305851947
NM_12	634.656620167252	183.68469976806702	692.406005782841	427.614521521695	296.074430681793	128.673014150241	321.117475888169	207.23938255759103	267.20408485602	344.543113184892	694.332633351835	600.918653918229	355.6048749993081	23.647164240085306	182.70874902578097	312.605753349289	148.579603505586	318.32917600703996	260.866652809844	649.575365984863	440.251215252112	4.4763868919159	490.063936506502	410.71540446391	203.131092892268	365.345344644941	270.26682931314605	432.40852456682296	591.381906792362	248.69191335516004	180.810366133018	230.67285626813202	766.099943944628	619.2797685126291	360.879180350477	150.704784764795	544.756053811157	540.698395229981	531.927585868701	398.68634907613404	358.01366406368993	1163.4391543013198	525.4863134808149	283.07203930300597	621.817960497572	81.0244099264946	92.99396323032259	326.130024654461	546.51384505176	374.300182242153	258.184375124484	499.3412917656069	202.58292384460896	665.006871928953	272.975119376382	391.861950680289	32.313892449555205	406.812340047489	158.407885394998	419.75240900568804	34.526420524051105	276.980338874533	676.896055429834	492.594684054479	154.531002903644	134.501426774151	491.2800503861029	773.165377451859	59.123116990958	538.122555635783	709.972684751516	260.730823294037	136.653441599669	376.439133376046	384.974865198403	4.39255199239014	373.129592742452	345.74413249646796	530.9379080180561	131.364551237424	332.454818202364	87.0688561641975	394.28641282826	225.39684816552503	212.912886174546	606.644815252051	551.3441094815171	704.214199347005	476.792086493032	556.202387518723	485.53804977928	656.431317002742	327.68401375704104	390.99292474654	13.1196221239406	118.83734439911998	346.342339026425	168.003352705317	454.39889472257005	739.575312168974	367.8891576358689
NM_3	705.9322740450549	454.449553500255	450.257313257668	110.833910909116	599.198252570295	417.096846715823	24.5793623519339	619.781331013355	363.69444883180495	383.406978446528	22.3978268823173	211.09857885489498	745.792887947808	199.777766855893	302.198881468497	325.436586509148	635.025154708807	661.247453292286	180.25334935037202	425.5058146521061	22.6253301200229	328.566797866627	144.497294213322	155.27692065538798	565.598960484434	227.85672554711	261.042705445803	235.91608359145096	222.876264658363	119.07443232965299	346.768452190823	545.559612443677	272.902555139073	102.23651278284201	16.1106776942177	158.796316832703	525.588711177061	78.43464375249721	782.58411014496	254.303662301916	398.2902012708551	1117.65932326368	19.352187182012997	88.1464831247336	509.573965413293	487.689781652806	341.73855199363896	85.2305248017057	658.537180787114	61.0640780697168	607.2974376321421	590.864763032618	277.250950155915	71.73752663742751	512.2005876298671	526.812567212912	459.4192535219369	126.766370727629	495.104807793273	400.5329763589071	136.935294959796	181.312787618526	22.503193332108804	269.180713658132	423.243246841647	544.410536942991	140.615786393172	270.426387888092	433.569524600359	929.844121870654	130.93425228521699	456.1203453732669	363.99507626093805	655.08170839048	330.932652260457	586.719444697826	307.513627614514	301.336629240041	823.403704807664	535.999804740353	233.002522158922	282.293557094859	376.088578390033	167.835825112501	1100.71944927973	612.2217338805169	476.267464786161	884.070684821908	192.568454350584	717.866749288871	121.96345288573299	311.639110092211	376.2297935728991	167.39939138165002	112.45390391949101	312.127000951907	490.420752061418	677.476934486483	172.709818330738	506.11690974107694	679.988530926958
